Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
20/7/2010,Melbourne,3.2,13.5,0,1.2,1.3,N,31,N,NNW,24,11,73,90,1023.8,1023.4,7,7,6,10.7,No,Yes
23/7/2010,Melbourne,9.5,12.6,2,0.2,0,S,19,WSW,SSE,7,7,74,68,1035.6,1033.4,8,8,11.6,12.5,Yes,No
25/7/2010,Melbourne,6,15.8,0,1,6.5,S,30,WNW,SSW,2,11,85,63,1032,1030.7,3,4,7.7,14.3,No,No
27/7/2010,Melbourne,3.9,15.1,0,2.8,7.8,N,20,N,S,11,13,78,61,1036.1,1031.8,5,7,5.9,13.9,No,No
28/7/2010,Melbourne,5.9,14.9,0,2,0.1,N,15,N,S,4,9,87,70,1027.2,1021.9,7,7,7.5,12.8,No,Yes
29/7/2010,Melbourne,7.5,14.9,4.4,0.8,0,N,41,NNW,N,13,22,83,66,1016.5,1013.2,7,7,12,14.1,Yes,No
30/7/2010,Melbourne,12,17.7,0,1.6,4.7,N,59,N,N,33,31,81,57,1011.9,1009.4,7,6,13.3,16.9,No,No
31/7/2010,Melbourne,12,17.9,0,2.2,6.7,N,50,WNW,WNW,20,30,73,35,1011.6,1012.7,7,5,12.2,16.6,No,Yes
1/8/2010,Melbourne,8.1,13.9,3.4,3.2,4.6,W,67,W,WSW,20,37,87,44,1012.6,1012.4,7,7,8.2,12.9,Yes,Yes
4/8/2010,Melbourne,9.5,13.8,0,1.2,0.1,N,46,NNW,WNW,15,20,68,74,1016.1,1014,7,8,10.9,11.7,No,Yes
6/8/2010,Melbourne,7.3,14.5,2.2,1.2,3,W,31,SW,SW,9,9,86,53,1025,1023.9,7,4,8,13.4,Yes,No
7/8/2010,Melbourne,4.9,15.2,0,1.2,7.2,N,41,N,NNE,19,24,86,40,1026,1021.6,7,6,5.8,14.1,No,No
8/8/2010,Melbourne,5.7,14.6,0,3,9.8,N,57,N,NNE,39,33,64,62,1019.6,1016.9,2,4,8.9,13.4,No,No
9/8/2010,Melbourne,6.7,16.9,0,2.4,7.2,N,41,NNE,NE,13,9,65,37,1021.5,1018.6,6,4,8,16.3,No,Yes
10/8/2010,Melbourne,6.4,11.4,1.4,1.4,0.1,N,26,SW,ENE,6,9,90,87,1016.1,1009.8,8,7,7.4,10.5,Yes,Yes
11/8/2010,Melbourne,7.3,11.4,7.2,1.2,0.3,N,37,NNW,NNW,22,15,79,89,1003.3,998.4,7,8,10.1,10,Yes,Yes
13/8/2010,Melbourne,9.6,13.6,1.8,0.6,1,N,33,SSW,NA,9,0,86,65,1016.9,1013.3,7,7,10.6,13.1,Yes,No
14/8/2010,Melbourne,10.2,15.9,0,3.8,3.8,N,89,N,N,57,44,55,46,1007.4,1000.7,7,7,12.7,15.5,No,No
17/8/2010,Melbourne,4.8,14.8,1.4,2.6,8,N,43,NNW,NNE,15,17,68,45,1023,1019.2,6,6,8,13.3,Yes,No
18/8/2010,Melbourne,8,13.5,0,2.2,0.9,N,85,N,N,30,41,53,73,1010.8,1000.5,7,8,10.6,10.5,No,No
21/8/2010,Melbourne,7.4,16.4,0,2.4,7,W,48,NNW,W,24,28,64,40,1015.6,1015.1,NA,NA,9.8,15.6,No,No
22/8/2010,Melbourne,7.1,16.2,0,2,9.5,N,52,N,N,28,37,71,45,1020.9,1017.8,0,5,9.5,15,No,No
23/8/2010,Melbourne,6.1,17.1,0,3.2,5.8,N,52,N,NNW,28,26,59,41,1014.4,1010.7,3,7,10.5,15.4,No,Yes
24/8/2010,Melbourne,9.1,14.6,1.4,3.6,4.9,N,72,NNW,N,20,48,57,48,1009.6,1003.7,3,NA,10.8,13.4,Yes,Yes
25/8/2010,Melbourne,4.2,11.8,8.2,3.8,2.9,N,57,N,NNW,31,35,62,53,1005.4,999.7,6,7,7.8,11.5,Yes,No
30/8/2010,Melbourne,5.8,18.6,0,1.2,8.8,N,54,N,NW,20,15,69,34,1027.7,1023.7,5,4,8.9,17.5,No,No
31/8/2010,Melbourne,8.9,14.1,0,3.2,0.2,N,76,N,N,33,41,56,55,1021.7,1015,7,8,12.4,13,No,Yes
1/9/2010,Melbourne,11.1,13.3,5.8,1,0,N,54,N,NNW,13,11,90,84,1014.1,1014.3,8,8,11.7,12.3,Yes,Yes
2/9/2010,Melbourne,9.3,15.4,6.2,0.6,6,S,39,SE,S,17,28,62,49,1020.2,1021.2,6,6,11.5,14.5,Yes,No
5/9/2010,Melbourne,10.9,17.1,3.8,2.4,5.8,W,91,W,W,35,30,65,56,1008.9,1011.4,6,7,12.3,15.4,Yes,Yes
8/9/2010,Melbourne,5.2,17.2,0,1.8,8.1,N,70,N,N,19,35,68,39,1025.3,1019.8,7,5,9.4,16.3,No,No
9/9/2010,Melbourne,9.1,18.3,0,5.4,5.8,N,72,N,N,52,37,63,51,1011.5,1005.8,5,6,13.8,17.2,No,Yes
12/9/2010,Melbourne,10.5,16.5,0,3.4,3.2,N,52,N,N,26,30,55,50,1019.8,1015,NA,NA,12.8,16.1,No,No
13/9/2010,Melbourne,10.9,15.5,0,2.2,2,N,35,NW,SSW,13,19,55,56,1015.1,1015.7,8,7,13.7,14.1,No,No
14/9/2010,Melbourne,6.4,15.6,0,1.8,10.1,S,30,ENE,S,13,15,54,43,1017.1,1013.8,3,3,10.8,14.9,No,No
15/9/2010,Melbourne,9.4,16.5,0,3.2,4.6,W,52,W,WSW,31,30,56,80,1014.3,1013.8,6,7,12.1,13.1,No,Yes
21/9/2010,Melbourne,10.9,15.4,0.4,1.8,0,S,37,SSW,S,24,24,84,56,1028.9,1028,7,7,13.1,14.5,No,No
24/9/2010,Melbourne,9.8,17,0,3,3.3,N,39,W,E,9,6,62,49,1024.1,1018.9,7,7,11.1,16.1,No,No
26/9/2010,Melbourne,9.9,22.1,0.4,2.8,7.9,N,41,N,N,9,22,68,49,1020.4,1014.5,NA,NA,12.9,20.7,No,No
1/10/2010,Melbourne,7.5,18.4,0,2.8,10.2,S,33,NNE,S,11,22,52,30,1027.7,1025.7,1,2,12.9,16.9,No,No
3/10/2010,Melbourne,11.1,25,0,3.8,11.9,N,48,NE,N,9,28,63,34,1027.8,1024.1,NA,NA,15.7,23.7,No,No
9/10/2010,Melbourne,9.3,19.1,0,1.8,8.5,S,30,W,S,9,17,69,40,1027,1026.2,NA,NA,12.2,18.7,No,No
10/10/2010,Melbourne,10.4,25.2,0,3.6,9.7,N,46,WNW,N,9,30,80,39,1029.7,1026.7,NA,NA,11.7,23.3,No,No
11/10/2010,Melbourne,11.7,25.2,0,6.2,9.8,N,63,NNE,N,35,39,38,36,1028.8,1025.4,1,4,18.9,22.9,No,No
12/10/2010,Melbourne,18.3,23.4,0,8,4.2,N,72,N,N,52,39,55,54,1023,1019.8,7,7,20,22.8,No,Yes
14/10/2010,Melbourne,11.2,21.2,4,1.4,5.9,N,57,N,NNW,9,33,76,41,1012,1006.3,7,6,13,20.2,Yes,Yes
15/10/2010,Melbourne,12.1,12.7,12,5.8,0,S,61,SSW,SSW,28,37,92,87,993.4,992.4,8,8,12.3,10.4,Yes,Yes
17/10/2010,Melbourne,6.9,17.7,1.6,4,5.6,W,43,W,W,20,28,71,48,1015.2,1015.1,NA,NA,11.6,16.5,Yes,No
19/10/2010,Melbourne,9.6,17.4,1.4,2.6,10.4,S,30,W,SE,9,13,63,39,1028.2,1027.8,5,5,12,15.7,Yes,No
21/10/2010,Melbourne,8.4,25.7,0,4.6,11.7,N,35,N,N,20,20,68,32,1023.6,1019.3,4,1,12.2,24.7,No,No
24/10/2010,Melbourne,11.1,17.4,1.8,3.2,11.4,S,35,SSE,SSE,13,19,46,43,1023.9,1022.5,NA,NA,13.6,16.4,Yes,No
25/10/2010,Melbourne,7.9,20.5,0,4.6,12.6,N,43,N,N,7,31,57,42,1022.7,1017.9,0,2,12.9,18.8,No,No
26/10/2010,Melbourne,10.7,22.5,0,5.2,6.6,N,43,N,S,31,19,40,47,1015.1,1014.3,6,7,18.5,18.9,No,Yes
27/10/2010,Melbourne,12.7,19,2.4,3.6,9.4,S,44,SSW,SSE,17,19,45,46,1020.1,1020,7,3,15.4,18.3,Yes,No
28/10/2010,Melbourne,10.2,23.9,0,4.6,12.4,N,41,SSW,N,11,22,57,45,1020,1016.2,1,1,13.9,21.7,No,No
29/10/2010,Melbourne,13.9,28.4,0,7,9.6,N,61,N,N,33,41,52,33,1013.3,1008.7,3,5,20.9,27,No,Yes
30/10/2010,Melbourne,18.8,22.3,2.2,9,0,N,50,N,W,17,19,82,96,1006.2,1005.4,NA,NA,19.8,16.2,Yes,Yes
3/11/2010,Melbourne,10.3,16.6,4,1.6,2.4,S,35,SSW,SSE,17,19,68,47,1021.8,1021.3,7,7,12.1,16.2,Yes,Yes
4/11/2010,Melbourne,9.1,18.2,5.2,3,8.1,S,41,SSW,S,15,22,52,44,1024.6,1022.8,6,6,12.9,17.4,Yes,No
5/11/2010,Melbourne,8.8,22.7,0,2,12.6,S,39,SW,S,9,17,55,30,1025.1,1021,1,2,13.8,22.6,No,No
7/11/2010,Melbourne,14.8,24.4,0.2,7,5.7,N,74,N,N,54,37,50,43,1013.6,1009.2,NA,NA,19.2,24.3,No,No
9/11/2010,Melbourne,13.5,29.1,0,5,13,N,44,ENE,NW,7,20,54,25,1023.7,1019.4,0,3,18.6,27.9,No,No
10/11/2010,Melbourne,18.2,25.6,0,9.4,2.2,N,52,N,SW,26,31,49,29,1015.8,1015.6,7,7,24,25.3,No,No
12/11/2010,Melbourne,16.3,31,0,8,2.2,N,72,N,N,43,46,44,46,1006.2,1004.3,7,6,25.4,29.4,No,Yes
13/11/2010,Melbourne,15,15.8,20,6.4,0,S,37,S,SSW,19,28,96,94,1015,1014.7,NA,NA,15.2,14.5,Yes,Yes
15/11/2010,Melbourne,11.7,19.4,1.2,3,5,S,35,SW,S,15,26,73,58,1016.2,1014.8,7,7,13.6,16.6,Yes,No
16/11/2010,Melbourne,10.1,18.6,0.2,1.6,8.1,S,31,WSW,S,13,9,63,41,1017.2,1016,7,6,13.4,17.9,No,No
19/11/2010,Melbourne,9.6,20.3,2.6,3.2,13,S,46,SE,S,28,22,45,42,1025.6,1024.1,2,1,14.4,18.7,Yes,No
21/11/2010,Melbourne,11.9,22,0.2,5.2,10.3,S,33,S,SSE,13,17,75,57,1024.2,1021.2,NA,NA,15.1,21,No,No
23/11/2010,Melbourne,20.6,32.3,0,10.2,12.9,N,63,N,N,46,33,33,29,1019.3,1017.3,0,3,25.6,30.1,No,No
25/11/2010,Melbourne,19.6,23.5,23,10,0.3,N,35,N,SE,20,19,89,76,1016,1016.6,7,8,19.8,19.9,Yes,Yes
27/11/2010,Melbourne,17.3,23.8,14.2,5.8,0,N,52,NNE,WSW,22,20,85,86,1009.5,1007.7,NA,NA,19.6,21.3,Yes,Yes
4/12/2010,Melbourne,19.4,30.8,0.2,5,12.5,N,65,N,S,44,11,62,43,1010,1008.9,NA,NA,24,29.8,No,No
5/12/2010,Melbourne,18.3,29.7,0,6,6.5,S,30,SSW,S,7,11,84,58,1013.1,1010.4,NA,NA,19,26.4,No,No
8/12/2010,Melbourne,22.6,25.5,2.8,5,0.6,N,65,N,WNW,37,20,67,69,1003.4,1003.8,7,8,25.3,23.3,Yes,Yes
10/12/2010,Melbourne,14,21.1,2.4,4.8,8.3,W,52,WSW,WNW,19,20,44,26,1011.2,1008.7,5,6,15.1,19.8,Yes,No
11/12/2010,Melbourne,13.5,23.1,0.2,7.2,11.3,N,57,NNW,NNW,28,33,55,47,1005.9,1001.4,NA,NA,17.3,21.2,No,No
12/12/2010,Melbourne,13.2,19.4,0.4,8.2,6.4,W,54,WNW,SW,31,33,49,81,1005,1006.9,NA,NA,16.4,16.6,No,Yes
15/12/2010,Melbourne,18.1,25.9,0,8,2.1,N,74,N,NW,50,24,44,69,1002.5,1004.6,7,7,24.9,20,No,No
16/12/2010,Melbourne,12.7,22,0.8,4,11.4,S,31,SW,SSE,20,20,53,31,1008.8,1006.8,6,5,16.6,21.7,No,No
17/12/2010,Melbourne,12.1,23.8,0,6,7.1,W,57,N,NNW,20,30,49,28,1003.1,999.4,2,7,17.7,23.5,No,Yes
28/12/2010,Melbourne,9,22.8,0,4,13.4,S,31,SE,SE,11,15,53,42,1018.8,1016,NA,NA,13.9,20.3,No,No
29/12/2010,Melbourne,13.7,30.3,0,7.6,13.1,S,52,N,S,26,30,31,46,1013.1,1013.6,NA,NA,22.8,23.5,No,No
2/1/2011,Melbourne,15.3,21.6,0,6,9.7,S,46,S,SSE,19,30,60,48,1016.3,1016.4,NA,NA,17,20.2,No,No
3/1/2011,Melbourne,14.5,20.9,0,7.6,9.1,S,50,S,S,26,28,47,40,1017.9,1016.4,NA,NA,15.4,19.1,No,No
4/1/2011,Melbourne,12.7,22,0,5.6,12,S,37,S,S,17,26,60,46,1013.9,1011.1,3,3,15.2,21.7,No,No
5/1/2011,Melbourne,14.6,21.9,0,5.6,11.1,S,39,SSW,S,20,26,66,59,1009.7,1010.1,NA,NA,17.8,20.3,No,No
7/1/2011,Melbourne,17.9,33.4,0,9.2,8.7,N,74,N,N,46,43,47,34,1009,1008.1,NA,NA,25.6,31.2,No,No
8/1/2011,Melbourne,23,34.5,0,13.6,10,N,63,N,N,44,26,52,45,1009,1007.5,NA,NA,26.5,28.6,No,No
14/1/2011,Melbourne,20.5,26.9,28.2,2.8,6.3,N,72,WSW,SE,24,9,87,68,1001.4,1004,8,4,20.5,23.3,Yes,Yes
15/1/2011,Melbourne,18.5,29.5,22.4,5,12.1,S,35,S,SSE,9,17,73,53,1009.3,1008.6,NA,NA,22.2,26.7,Yes,No
19/1/2011,Melbourne,15.3,22.5,0,4.2,6.6,S,35,SSW,S,17,24,60,54,1012.5,1013.2,7,5,16.6,19.7,No,No
21/1/2011,Melbourne,16.6,32.3,0,8,11.5,N,54,N,S,33,30,44,59,1008.9,1010.2,7,3,24.1,24.7,No,No
24/1/2011,Melbourne,15.1,21.7,4.6,7.6,7.4,S,48,NNE,SSE,11,30,86,49,1004.9,1006.3,7,4,15.8,20.2,Yes,No
25/1/2011,Melbourne,14.5,27.7,0,5,8.6,S,31,SE,NNW,2,15,55,40,1008.8,1006,3,7,18.1,25.9,No,Yes
26/1/2011,Melbourne,16,21.6,6,5,0.7,S,33,SSE,S,15,19,89,63,1014.1,1015.7,NA,NA,16.6,20.7,Yes,No
29/1/2011,Melbourne,13.4,28,0,6.4,12.5,S,28,WSW,NE,9,13,65,42,1019.8,1017.6,NA,NA,16.7,26.5,No,No
30/1/2011,Melbourne,16.4,38.1,0,7.4,13.4,N,57,N,N,39,39,40,18,1015.4,1013.1,NA,NA,27.2,36.2,No,No
31/1/2011,Melbourne,20.1,32.5,0,12,8.4,S,35,SSW,SSE,9,17,67,66,1012.8,1011.1,0,7,24.5,25.3,No,No
1/2/2011,Melbourne,24.5,40.2,0,5.2,9.6,N,70,N,NW,26,33,32,52,1003.2,1003.7,1,3,32.3,28.5,No,No
2/2/2011,Melbourne,17.5,27.8,0,12.8,11.3,S,35,WNW,S,6,13,66,57,1011.7,1008.7,5,7,19.6,25,No,No
4/2/2011,Melbourne,18.2,30.4,2.4,4,1.6,N,54,N,N,31,24,85,83,1010.1,1007.3,7,7,24,26.2,Yes,NA
7/2/2011,Melbourne,10.8,21.5,82.2,4.6,12.7,S,37,WSW,S,9,22,57,45,1026,1024.2,3,1,15,20.2,Yes,Yes
8/2/2011,Melbourne,14.6,22.1,3.2,6.2,9.4,S,41,S,S,24,26,61,42,1023,1022.6,6,6,17.9,21.9,Yes,No
10/2/2011,Melbourne,14.7,29.5,0,4.6,1.3,N,54,N,N,28,30,72,52,1016.8,1013.3,7,7,20.9,28,No,Yes
11/2/2011,Melbourne,20.9,25.8,1.8,6,0.2,N,46,NNW,SSW,15,20,83,87,1010.2,1010,7,8,23.2,21,Yes,NA
13/2/2011,Melbourne,13.4,22.1,NA,4.8,7.4,S,44,NNE,S,4,26,70,55,1023,1023,NA,NA,14.7,20.6,NA,Yes
14/2/2011,Melbourne,14.2,24.6,4.4,4.4,12,S,31,SSE,SSE,13,9,68,52,1024.5,1022.4,5,1,17.1,23.9,Yes,No
15/2/2011,Melbourne,16.6,30.3,0,4.2,11.1,N,44,N,NNE,19,13,72,38,1021.7,1018,3,7,20.8,29.2,No,No
17/2/2011,Melbourne,19.5,27.9,4.6,5,8.5,S,33,WNW,S,6,20,85,54,1013.2,1012.5,7,NA,21.3,27.2,Yes,No
19/2/2011,Melbourne,19.8,28.7,NA,4.2,10.5,W,63,NNW,W,24,44,70,42,999,1002.9,NA,NA,25.3,27.9,NA,NA
22/2/2011,Melbourne,13.9,21.3,0.2,4.6,4.1,S,43,SE,S,13,24,58,47,1025.7,1025.3,7,5,15.6,21,No,No
24/2/2011,Melbourne,13.7,25,NA,4.2,10.4,S,31,N,S,9,17,74,50,1019.9,1017,5,6,15.8,21.9,NA,NA
27/2/2011,Melbourne,18,19.1,0,4.2,0,S,30,S,S,15,15,95,81,1009.6,1011.1,NA,NA,18.1,18.3,No,No
6/3/2011,Melbourne,11.3,28,0,4.8,12,N,59,N,NE,28,22,68,31,1025.3,1021.9,NA,NA,15.7,26.9,No,No
7/3/2011,Melbourne,15.6,29.2,0,7.2,11.6,N,80,N,N,48,43,51,32,1020.7,1016.3,0,1,19.4,28.1,No,No
8/3/2011,Melbourne,19.4,27.2,0,10.8,0.1,N,69,N,N,44,19,47,40,1012.7,1010.2,7,7,21.8,26.2,No,No
9/3/2011,Melbourne,19.4,23.8,0.2,2.6,0.7,N,43,SSW,N,7,24,80,67,1012.6,1011.5,7,8,21.3,23.6,No,Yes
11/3/2011,Melbourne,15.4,27.1,0.2,0.6,7.7,S,24,N,SSE,2,9,78,51,1017.1,1014.7,8,2,17.9,26,No,No
13/3/2011,Melbourne,20.8,32.5,0,6.8,5.7,W,57,N,W,33,24,69,87,1016.5,1015.6,NA,NA,24.4,21.7,No,Yes
14/3/2011,Melbourne,15,23.7,6.2,5.6,10.7,S,39,SE,S,22,15,58,40,1025.8,1023.1,NA,NA,16.8,22.2,Yes,No
16/3/2011,Melbourne,15.4,22,0,3.8,8.2,S,39,S,SSE,11,24,55,49,1022,1021.3,6,4,16.8,21.2,No,No
17/3/2011,Melbourne,14.4,18.9,0,5.6,2,S,37,SSE,S,17,24,52,50,1023.2,1021.5,7,7,15.1,18,No,No
19/3/2011,Melbourne,12.8,23.5,0,3.6,9,S,26,SSW,SSE,9,15,71,51,1016.2,1013,NA,NA,14,21.3,No,Yes
20/3/2011,Melbourne,13.6,30.1,2,2.8,8.5,N,39,N,NNE,7,20,82,38,1011.7,1007.6,NA,NA,16.9,28.9,Yes,No
23/3/2011,Melbourne,16.4,23.1,0,2.6,6.9,N,52,NNW,N,13,28,75,40,1003.9,1002.5,7,7,17.2,22.4,No,No
26/3/2011,Melbourne,15,18,0.2,3.2,0.1,S,37,SSW,S,17,28,60,63,1024.4,1024.4,NA,NA,15.6,17.2,No,No
29/3/2011,Melbourne,12.9,29,0,4,10.6,N,41,N,NW,19,20,82,31,1022.6,1017.9,0,4,14.4,27.5,No,No
31/3/2011,Melbourne,13.8,19.8,0,5,7.6,S,48,SW,S,13,26,51,39,1027.3,1026.9,6,2,14.9,18.6,No,No
1/5/2011,Melbourne,13.2,21,0,4,0.4,N,26,W,SSE,9,13,76,72,1018.7,1016.7,NA,NA,14.4,18,No,Yes
3/5/2011,Melbourne,11.1,18.6,0,1.8,3.2,S,35,W,S,11,26,75,66,1019.2,1017.9,7,6,13.3,17.6,No,No
6/5/2011,Melbourne,11.4,15.5,0,1.8,2,E,24,ENE,S,13,13,64,50,1025.4,1022.8,7,7,12.2,14.7,No,No
8/5/2011,Melbourne,7.8,15.6,0,0.8,1,S,48,SW,S,9,33,76,74,1015.8,1015.3,NA,NA,11.8,14.6,No,Yes
14/5/2011,Melbourne,7.7,14.9,8,0.8,5.4,S,52,WSW,S,24,28,87,64,1022.9,1024.3,NA,NA,8.4,12.6,Yes,Yes
16/5/2011,Melbourne,11,15.1,0,2.2,0.2,W,31,NW,WSW,17,17,59,59,1032.2,1029.9,7,7,12.3,14.5,No,No
17/5/2011,Melbourne,10.6,16.1,0,1.2,2.5,N,22,WNW,SW,9,11,75,62,1031.6,1028.8,7,6,12.1,15.8,No,No
18/5/2011,Melbourne,6.7,15.5,0,1,3.6,N,48,N,N,20,31,72,55,1030.2,1027.4,7,7,10.1,15.3,No,No
19/5/2011,Melbourne,10.1,18.3,0,2.4,2.3,N,52,N,N,37,24,58,45,1028.2,1026.6,7,NA,13.2,16.9,No,No
21/5/2011,Melbourne,11.9,21.3,0,4,6.4,N,63,N,N,43,33,55,38,1021,1017.3,NA,NA,14,20.6,No,No
22/5/2011,Melbourne,13.8,19,0,4.4,2.8,N,67,N,N,30,28,60,67,1010.6,1006.1,NA,NA,16.9,18,No,Yes
24/5/2011,Melbourne,9.8,16.6,1.2,0.2,3.2,S,50,SW,SSW,35,31,73,54,1010.2,1012.5,7,5,13.2,14.6,Yes,Yes
25/5/2011,Melbourne,10,15.6,1.2,3.4,1.8,S,39,WSW,S,13,26,71,59,1020.4,1019.8,7,7,12.2,13.5,Yes,No
30/5/2011,Melbourne,5.8,16.5,0,0.4,7.6,S,37,W,S,9,19,83,64,1028.2,1025.5,3,6,7.8,14.6,No,No
31/5/2011,Melbourne,6.9,16,0,2,6.3,N,24,NW,E,9,9,86,56,1025.7,1022.8,8,0,8.1,15.5,No,No
1/6/2011,Melbourne,3.4,18.3,0,1.6,9.3,N,31,NNW,SE,6,11,80,50,1028.1,1025.5,0,1,6.1,17.8,No,No
2/6/2011,Melbourne,6.1,19.5,0,2,8.8,N,50,N,NNE,22,31,71,48,1026.1,1021.7,3,NA,12.3,18.7,No,No
3/6/2011,Melbourne,12.2,17,0,2.2,2.2,N,67,N,N,39,22,63,56,1016.4,1013.4,7,7,13.8,16.7,No,NA
4/6/2011,Melbourne,11.7,16.9,NA,2,7.1,W,44,WNW,WSW,17,15,70,47,1014.7,1014.9,NA,NA,11.8,15.6,NA,NA
6/6/2011,Melbourne,5.6,13.8,4.8,3,6.1,W,33,WNW,W,19,17,69,47,1019,1018.1,3,5,7,12.4,Yes,No
7/6/2011,Melbourne,7,10.9,0,2.8,2.8,W,59,N,SW,35,28,61,58,1014,1013.5,7,6,9.3,9.9,No,Yes
9/6/2011,Melbourne,6.8,15.8,NA,1,3.3,S,46,SW,SSW,17,26,72,67,1020.8,1020.4,NA,NA,12,13.1,NA,Yes
12/6/2011,Melbourne,6.7,15.3,NA,1.4,4,S,31,SW,S,7,24,97,66,1031.3,1028.8,NA,NA,7.8,14.3,NA,NA
15/6/2011,Melbourne,4.6,15,0,0.2,5.8,N,30,W,ESE,11,7,83,58,1028.9,1025.3,7,1,8.4,14.2,No,No
19/6/2011,Melbourne,10.4,17,NA,1.4,2.2,N,57,N,NNW,20,31,78,60,1013.4,1009.6,NA,NA,11.7,15.4,NA,Yes
20/6/2011,Melbourne,11,16.2,2,1.8,1,N,76,N,N,24,33,75,58,1008.8,1003.7,6,7,12,15.2,Yes,Yes
21/6/2011,Melbourne,7.6,12.5,7.2,4.2,6.2,N,65,W,WSW,31,20,63,70,999.7,1002.6,4,6,9.1,9.5,Yes,Yes
22/6/2011,Melbourne,7.3,13.9,4.2,3,0.3,W,44,WNW,N,24,22,70,62,1010.7,1008.8,7,7,9.4,13,Yes,No
23/6/2011,Melbourne,9.4,16.2,0.2,0.6,3.2,W,41,W,WSW,20,22,83,71,1019,1019.4,7,6,11.6,14.4,No,No
25/6/2011,Melbourne,11.5,17,0,1.6,8.8,N,61,N,N,24,35,82,51,1028.8,1025.6,NA,NA,12.4,16.5,No,No
26/6/2011,Melbourne,8.9,15,0,3.4,7.6,N,59,N,N,44,33,79,53,1023.4,1021.1,NA,NA,9.4,14.7,No,No
30/6/2011,Melbourne,6.5,17.6,0,1.8,7.4,N,63,N,N,28,26,63,47,1036.6,1033,3,7,11.4,16.3,No,No
1/7/2011,Melbourne,8.3,17.3,0,3,8.2,N,65,N,N,33,28,69,46,1030.5,1026.4,6,2,9.9,16.7,No,No
2/7/2011,Melbourne,8.7,16.5,0,3.6,7.1,N,61,N,N,35,33,64,44,1021.9,1016.4,NA,NA,10.3,16.1,No,No
5/7/2011,Melbourne,9.3,12.7,0,3.8,0.9,W,72,WNW,WSW,41,39,61,65,1004.7,1005.5,7,7,10.7,11.5,No,Yes
8/7/2011,Melbourne,6.6,12.5,0,1.4,0.3,W,43,NNW,NW,15,22,62,55,1023.7,1021.1,7,7,9.6,12.2,No,NA
9/7/2011,Melbourne,8.4,14.8,NA,1.4,8.6,W,48,NW,W,15,28,67,45,1020.2,1017.8,NA,NA,9.1,14.2,NA,NA
11/7/2011,Melbourne,7.4,13.5,NA,1.8,0.6,W,46,W,SW,28,24,76,55,1022.3,1022.8,NA,NA,9.1,12.9,NA,Yes
12/7/2011,Melbourne,9.1,13.6,3.2,2.4,0.2,W,50,NW,W,20,39,64,54,1022.8,1020.4,NA,NA,11,13.4,Yes,No
14/7/2011,Melbourne,7.3,14.8,7.2,1,5.1,S,30,WSW,S,17,20,90,59,1029.9,1031.2,NA,NA,8.7,13.5,Yes,No
15/7/2011,Melbourne,5.4,14.1,0.2,0.8,8.9,N,28,N,SSE,13,9,95,56,1036.7,1033.4,NA,NA,5.8,13.1,No,No
16/7/2011,Melbourne,2.8,15.8,0,1.4,6.8,N,41,N,N,6,20,80,48,1030,1024.7,NA,NA,4.6,14.7,No,No
17/7/2011,Melbourne,4.6,14.1,0,1.4,2.5,N,57,N,NNE,30,28,75,69,1020.3,1017.8,NA,NA,10.7,13.2,No,Yes
23/7/2011,Melbourne,5.5,13,NA,1.4,3,N,24,N,S,17,9,90,64,1024.4,1021.1,NA,NA,6.7,12.4,NA,NA
24/7/2011,Melbourne,6.7,12.8,NA,0.4,0.4,N,46,N,N,28,30,90,70,1018.1,1014.9,NA,NA,9.2,12.2,NA,Yes
28/7/2011,Melbourne,4.6,16,0.2,2.6,9.4,N,61,N,N,44,35,70,35,1026.8,1023.6,1,2,8.4,15.6,No,No
29/7/2011,Melbourne,7.4,17.5,0,4.6,5.9,N,63,N,N,44,35,63,34,1024.8,1021.7,6,5,8.4,16.6,No,No
30/7/2011,Melbourne,8.4,15.4,0,4,0.3,N,67,N,N,43,37,44,43,1019.1,1015.3,NA,NA,12.6,15.3,No,No
31/7/2011,Melbourne,10.9,19.4,0,2.8,8.6,N,54,N,N,30,33,65,52,1017.9,1015.4,NA,NA,12.5,18.3,No,No
1/8/2011,Melbourne,11.2,18.6,0,3,5.1,N,65,N,N,50,37,64,51,1017,1014,NA,7,13.8,17.2,No,No
2/8/2011,Melbourne,11.7,20.2,0.4,3.4,6.4,N,65,N,N,41,33,49,40,1017,1013.7,3,7,15.3,19.7,No,No
3/8/2011,Melbourne,12.6,23.2,0,3.8,9.4,N,72,N,N,30,39,54,31,1017.6,1013.2,7,2,15.5,22.8,No,No
4/8/2011,Melbourne,15.5,21,0,7.6,4.2,N,57,NNE,NNE,24,9,31,39,1016.5,1017.1,7,7,19.4,20.4,No,No
6/8/2011,Melbourne,10.4,15.1,NA,1.6,2.7,W,37,N,S,13,13,79,69,1017.2,1014.1,NA,NA,11.5,13.7,NA,NA
7/8/2011,Melbourne,6.1,14.4,NA,1.2,2,N,35,N,NNW,17,13,84,56,1014.5,1011.8,NA,NA,8.4,13.9,NA,Yes
